Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Composant),Labels,Labels,Labels,Labels
Task,MGPSUP-2636,57686,Permission issues on production dashboard and BO,,maxence.busson,Normal,To product,,2019-08-13 11:39,2019-09-02 16:30,,BackOffice,bugfix,,,
Task,MGPSUP-2635,57685,Client kyangoprod tests on production,,julien.guille,Normal,Done,Fixed,2019-08-13 11:20,2019-08-28 15:21,,,,,,
Task,MGPSUP-2633,57669,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-08-12 10:16,2019-08-13 08:54,,,,,,
Bug,MGPSUP-2632,57638,Wrong Card Type,mathieu.chauveau,mathieu.chauveau,Normal,Done,Fixed,2019-08-06 14:28,2019-08-22 10:01,,API,cards,,,
Task,MGPSUP-2630,57630,First Time Login creation impossible with right credentials,maxence.busson,maxence.busson,Normal,Done,Fixed,2019-08-05 16:00,2019-08-08 15:26,,,,,,
Task,MGPSUP-2629,57624,Some payin direct debit failed each monday for Ovalmoney,mickael.pois,loic.donne,Normal,To product,,2019-08-05 12:02,2019-08-09 17:48,,API,gocardless,,,
Task,MGPSUP-2628,57621,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-08-05 10:16,2019-08-06 09:22,,,,,,
Task,MGPSUP-2626,57610,Legal users with all requirements are not KYC validated,oriane.gossiaux,oriane.gossiaux,Normal,Won't Do,Done,2019-08-02 10:32,2019-08-06 11:34,,API,compliance,,,
Bug,MGPSUP-2624,57608,Client comiti is sending us empty payins,,julien.guille,Normal,Open,,2019-08-01 17:39,2019-08-05 15:32,,QA,,,,
Bug,MGPSUP-2623,57607,Client staffme is sending us empty payins,,julien.guille,Normal,Done,Fixed,2019-08-01 17:39,2019-09-02 15:43,,QA,,,,
Task,MGPSUP-2622,57605,GCL event not received so payment stuck in CREATED,,oriane.gossiaux,Normal,Done,Fixed,2019-08-01 16:00,2019-08-02 10:57,,API,gocardless,reconciliation,,
Task,MGPSUP-2621,57603,Banking Alias - Source account not visible in the Backoffice,,richard.kaffka,Normal,Done,Fixed,2019-08-01 12:25,2019-08-01 14:30,,BackOffice,bankingalias,,,
Task,MGPSUP-2620,57602,Routing transactions done with the BIN 416538,roxana,roxana,Normal,Done,Fixed,2019-08-01 12:15,2019-08-14 10:50,,,,,,
Task,MGPSUP-2615,57558,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-07-29 10:16,2019-08-01 14:30,,DEV,consistance,,,
Task,MGPSUP-2614,57548,Client kkbb is hitting the rate limit,roxana,julien.guille,Normal,Done,Fixed,2019-07-26 11:43,2019-07-26 17:29,,QA,,,,
Task,MGPSUP-2613,57484,Ideal SubId Random in Sandbox,julien.job,ali.belabbas,Normal,To product,,2019-07-22 10:48,2019-08-06 10:08,,BackOffice,configuration,,,
Task,MGPSUP-2612,57482,Consistance des montants,,yann.badre,Normal,Done,Fixed,2019-07-22 10:16,2019-07-23 11:33,,,update_production,,,
Task,MGPSUP-2611,57475,500 (Internal Server Error) on KYC validation request,,maxence.busson,Normal,Done,Fixed,2019-07-19 16:31,2019-07-26 14:53,,,,,,
Task,MGPSUP-2609,57469,Mismatch between LeetchiBO and Paypal,,maxence.busson,Normal,Done,Fixed,2019-07-19 15:26,2019-07-22 10:27,,,,,,
Task,MGPSUP-2607,57448,Missing transaction on report,mickael.pois,maxence.busson,Normal,Done,Fixed,2019-07-18 10:41,2019-07-25 17:35,,API,reporting,,,
Bug,MGPSUP-2606,57435,Desynchronization between the PROD DB and the Vertica DB (dashboard),mickael.pois,mathieu.chauveau,Normal,Done,Fixed,2019-07-17 14:27,2019-07-25 17:33,,API,reporting,,,
Task,MGPSUP-2605,57419,Weird hacking-like behaviour from ip address used by client jwebi_prod,,julien.guille,Normal,Open,,2019-07-16 11:49,2019-07-16 15:07,,QA,,,,
Bug,MGPSUP-2604,57416,"SOFORT payment succeeded in our BO, but client was not charged",,richard.kaffka,Normal,TAM Analyse,,2019-07-16 10:31,2019-08-01 12:10,,,,,,
Task,MGPSUP-2603,57415,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-16 10:22,2019-07-17 12:15,,,bankingalias,,,
Task,MGPSUP-2602,57408,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-15 12:24,2019-07-16 17:46,,,,,,
Task,MGPSUP-2601,57407,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-15 12:21,2019-07-16 17:43,,,,,,
Task,MGPSUP-2600,57406,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-15 12:16,2019-07-16 17:43,,,,,,
Task,MGPSUP-2599,57405,Unable to cancel card payin from payline screen in sandbox.,,removed94,Normal,Done,Fixed,2019-07-15 11:58,2019-07-16 15:04,,,,,,
Task,MGPSUP-2598,57401,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-07-15 10:16,2019-07-16 09:37,,,,,,
Task,MGPSUP-2596,57387,AVS fields character limitations,,richard.kaffka,Normal,Third-party,,2019-07-11 17:04,2019-09-02 14:59,,API,payline,,,
Task,MGPSUP-2595,57368,P24 Transactions that failed and need to be refunded,,removed94,Normal,Done,Fixed,2019-07-10 15:49,2019-07-11 10:59,,,,,,
Task,MGPSUP-2593,57362,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-10 12:27,2019-07-16 17:48,,BackOffice,bankingalias,,,
Task,MGPSUP-2592,57361,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-10 12:25,2019-07-16 17:43,,BackOffice,bankingalias,,,
Task,MGPSUP-2591,57358,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-10 12:14,2019-07-16 17:43,,BackOffice,bankingalias,,,
Task,MGPSUP-2590,57357,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-10 12:10,2019-07-16 17:43,,BackOffice,bankingalias,,,
Task,MGPSUP-2589,57356,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-10 12:04,2019-07-16 17:43,,BackOffice,bankingalias,,,
Task,MGPSUP-2588,57355,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-07-10 12:01,2019-07-16 17:43,,BackOffice,bankingalias,,,
Task,MGPSUP-2587,57350,Incorrect request for wallet FEES on multiple clients,,julien.guille,Normal,TAM Analyse,,2019-07-09 15:43,2019-08-23 11:54,,API,,,,
Task,MGPSUP-2586,57348,P24 Transactions that failed and need to be refunded,,removed94,Normal,Done,Fixed,2019-07-09 13:36,2019-07-09 13:41,,,,,,
Task,MGPSUP-2585,57347,"Error ""User has not been redirected then the payment session has expired"" without redirect failure",,maxence.busson,Normal,Won't Do,,2019-07-09 11:37,2019-07-09 14:18,,,,,,
Task,MGPSUP-2584,57346,"Unjustified ""Unsufficient Wallet Balance"" messages - Production",,maxence.busson,Normal,Done,Fixed,2019-07-09 11:17,2019-07-10 11:19,,,,,,
Task,MGPSUP-2583,57342,Switch contrat Arkea / EMS during an incident,matthieu,ali.belabbas,Normal,Fix pending,,2019-07-08 18:29,2019-08-23 12:28,,API,configuration,,,
Task,MGPSUP-2582,57326,Reporting tool renders an empty CSV for report request with proper filters,mickael.pois,maxence.busson,Normal,To product,,2019-07-08 12:30,2019-08-29 12:12,,API,reporting,,,
Task,MGPSUP-2580,57321,Consistance des montants,laurine.taing,yann.badre,Normal,Done,Fixed,2019-07-08 10:16,2019-07-11 10:41,,,update_production,,,
Task,MGPSUP-2578,57301,User is blocked due to KYC limitations ,,removed94,Normal,Done,Fixed,2019-07-04 10:26,2019-07-19 14:50,,API,kyc-amount-rules,,,
Task,MGPSUP-2576,57240,Refund paypal stucked in status CREATED,ali.belabbas,ali.belabbas,Normal,Done,Fixed,2019-07-01 17:47,2019-07-08 14:51,,,,,,
Task,MGPSUP-2575,57234,UK IBAN going through SEPA BankAccount Registration with no issue,,maxence.busson,Normal,Done,Fixed,2019-07-01 13:38,2019-07-04 15:13,,,,,,
Task,MGPSUP-2574,57233,Clean all the negative account entries amounts on Sandbox,,mickael.pois,Normal,Done,Fixed,2019-07-01 13:15,2019-07-25 17:14,,API,,,,
Task,MGPSUP-2573,57227,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-07-01 10:16,2019-07-02 08:44,,,,,,
Task,MGPSUP-2572,57222,Contact Vinted to improve the cash management,roxana,farah.chabchoub,Normal,TAM Analyse,,2019-06-28 15:08,2019-08-21 15:01,,QA,Peering,,,
Task,MGPSUP-2570,57189,Paypal desynchronisation,roxana,roxana,Normal,Done,Fixed,2019-06-26 16:17,2019-08-01 14:30,,API,paypal,,,
Bug,MGPSUP-2569,57187,"Transfer failing with ""Generic Operation Error""",mickael.pois,sebastian.vetter,Normal,Fix pending,,2019-06-26 15:39,2019-08-28 15:28,,API,transfert,,,
Task,MGPSUP-2567,57136,Consistance des montants,,yann.badre,Normal,Done,Fixed,2019-06-24 10:15,2019-06-27 10:44,,,update_production,,,
Task,MGPSUP-2566,57088,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-06-19 11:35,2019-06-20 11:26,,,bankingalias,Target2,,
Task,MGPSUP-2563,57043,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-06-17 12:35,2019-07-08 10:57,,,bankingalias,Target2,,
Task,MGPSUP-2562,57042,BankingAlias - Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-06-17 12:31,2019-07-08 11:00,,,bankingalias,Target2,,
Task,MGPSUP-2561,57040,BankingAlias Payin don't get allocated,julien.job,richard.kaffka,Normal,Done,Fixed,2019-06-17 12:26,2019-06-18 13:23,,,,,,
Task,MGPSUP-2559,57033,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-06-17 10:19,2019-06-18 10:26,,,,,,
Task,MGPSUP-2552,57013,P24 payment failed but debt on clients side,richard.kaffka,richard.kaffka,Normal,Done,Fixed,2019-06-14 14:02,2019-06-14 17:24,,,,,,
Task,MGPSUP-2551,57011,SOFORT Payin SUCCEEDED on our side - funds bounced back to the end-customer,richard.kaffka,richard.kaffka,Normal,Done,Fixed,2019-06-14 11:54,2019-07-22 10:55,,,,,,
Task,MGPSUP-2548,57006,Banking Alias - Source account not visible in the Backoffice,julien.job,richard.kaffka,Normal,Done,Fixed,2019-06-13 17:52,2019-06-20 13:45,,,bankingalias,,,
Task,MGPSUP-2547,56999,"Increase of error ""the transaction is not authorized"" for the bank ""La Banque Postale""",matthieu,ali.belabbas,Normal,Done,Fixed,2019-06-13 16:52,2019-08-08 17:41,,API,payline,,,
Task,MGPSUP-2546,56992,BankingAlias - Vir 2 400€ Joao RODRIGUES SA SILVA,,aurelien.rolando,Normal,Done,Fixed,2019-06-13 15:19,2019-07-02 11:21,2019-06-13 00:00,,bankingalias,SCT,,
Task,MGPSUP-2544,56974,Request to permanently increase the rate limit: plumfintech,farah.chabchoub,tikhoze.banda,Normal,To product,,2019-06-13 09:42,2019-07-25 17:22,,QA,RateLimit,,,
Task,MGPSUP-2536,56945,"Client ""mmagda"" is sending us incorrect transfers",,julien.guille,Normal,Done,Fixed,2019-06-10 17:35,2019-08-19 10:31,,QA,RateLimit,,,
Task,MGPSUP-2535,56944,"Client ""qwerteach"" is sending us incorrect transfers",,julien.guille,Normal,Open,,2019-06-10 17:24,2019-08-19 10:34,,QA,RateLimit,,,
Task,MGPSUP-2532,56923,Consistance des montants,nicolas.gicquel,yann.badre,Normal,Done,Fixed,2019-06-10 10:16,2019-06-11 10:48,,,,,,
Task,MGPSUP-2530,56920,Report creation - Initial TransactionId missing for repudiation transactions,,richard.kaffka,Normal,Won't Do,,2019-06-07 17:00,2019-06-12 18:11,,,,,,
Task,MGPSUP-2528,56900,Pay-in stuck in CREATED status,maxence.busson,maxence.busson,Normal,Done,Fixed,2019-06-07 11:32,2019-06-10 10:09,,,,,,
Bug,MGPSUP-2527,56897,PreAuth got not canceled on the bank side,richard.kaffka,richard.kaffka,Normal,Done,Fixed,2019-06-07 10:22,2019-08-14 16:13,,,,,,
Task,MGPSUP-2525,56888,Export in DB following Payline incident,richard.prodhomme,ali.belabbas,Normal,Done,Fixed,2019-06-06 11:31,2019-06-06 12:25,2019-06-06 00:00,,,,,
Task,MGPSUP-2521,56844,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-06-03 10:16,2019-06-04 09:23,,,,,,
Task,MGPSUP-2520,56837,Client is requesting a temporary rate limit increase.,roxana,removed94,Normal,Done,Fixed,2019-05-29 14:50,2019-07-31 10:26,,QA,RateLimit,,,
Bug,MGPSUP-2519,56818,Incorrect debited funds with fees,mickael.pois,audouin.daboville,Normal,Done,Fixed,2019-05-27 15:52,2019-08-01 14:31,,API,bugfix,,,
Task,MGPSUP-2518,56804,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-05-27 10:16,2019-06-04 09:23,,,,,,
Task,MGPSUP-2517,56764,Report Vinted wallets balance,ali.belabbas,roxana,Normal,Done,Fixed,2019-05-21 18:06,2019-07-01 12:25,,,,,,
Task,MGPSUP-2516,56763,Client bnblordmangopay is trying to create incorrect users every hour,roxana,julien.guille,Normal,Done,Fixed,2019-05-21 17:48,2019-06-24 11:47,,,,,,
Task,MGPSUP-2515,56756,PSP Technical Error when trying to create a mandate,julien.job,tikhoze.banda,Normal,Done,Fixed,2019-05-21 16:58,2019-07-29 17:52,,API,,,,
Task,MGPSUP-2514,56734,"When the Fee amount is larger than the debited amount, we create the transfer with a new random debited amount that was not defined by the client",oriane.gossiaux,tikhoze.banda,Normal,Fix pending,,2019-05-20 11:22,2019-07-31 17:41,,API,bugfix,,,
Task,MGPSUP-2513,56730,Consistance des montants,,yann.badre,Normal,Done,,2019-05-20 10:16,2019-05-27 17:27,,,,,,
Task,MGPSUP-2509,56675,Settlement transfers are stuck with status CREATED,,tikhoze.banda,Normal,Done,Fixed,2019-05-15 11:35,2019-07-01 15:14,,,update_production,,,
Task,MGPSUP-2508,56663,"Field ""Adresse du client final"" empty in mandate documents",,ali.belabbas,Normal,Fix pending,,2019-05-14 14:37,2019-08-01 14:29,,API,mandate,,,
Task,MGPSUP-2506,56659,Duplicate text in SEPA DD receipt,,maxence.busson,Normal,Won't Do,,2019-05-14 11:11,2019-05-17 16:53,,,,,,
Task,MGPSUP-2505,56642,Set MOP V2 config to match MOP V1 on testing,oriane.gossiaux,julien.guille,Normal,Done,Fixed,2019-05-13 16:26,2019-06-13 16:41,,,,,,
Task,MGPSUP-2504,56628,Consistance des montants,laurine.taing,yann.badre,Normal,Done,Fixed,2019-05-13 10:15,2019-05-16 10:40,,,update_production,,,
Bug,MGPSUP-2503,56625,Access permission URL via BO wrong,mickael.pois,ali.belabbas,Normal,Done,Fixed,2019-05-10 16:04,2019-05-28 15:30,,,,,,
Task,MGPSUP-2502,56623,3DS triggering for no logical reason,ali.belabbas,maxence.busson,Normal,Won't Do,,2019-05-10 15:28,2019-05-14 17:25,,,,,,
Task,MGPSUP-2501,56620,Mandate failing for valid bank details,julien.job,tikhoze.banda,Normal,Done,Fixed,2019-05-10 12:29,2019-05-22 12:00,,,,,,
Task,MGPSUP-2496,56596,Client fosburitmango is hitting the daily rate limit,richard.kaffka,julien.guille,Normal,Done,Fixed,2019-05-07 15:51,2019-05-24 09:23,,,,,,
Bug,MGPSUP-2494,56579,Desynchronization between the PROD DB and the Reporting DB (dashboard),mickael.pois,mathieu.chauveau,Normal,Done,Fixed,2019-05-06 18:05,2019-06-13 14:06,,,,,,
Task,MGPSUP-2493,56552,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-05-06 10:16,2019-05-07 09:14,,,,,,
Task,MGPSUP-2492,56513,Request for GoCardless request ID,ali.belabbas,tikhoze.banda,Normal,Done,Fixed,2019-05-03 12:13,2019-08-05 15:35,,API,gocardless,,,
Task,MGPSUP-2491,56508,Redirect link BO leetchi error,oriane.gossiaux,ali.belabbas,Normal,Fix pending,,2019-05-02 17:58,2019-07-31 17:43,,BackOffice,bugfix,,,
Task,MGPSUP-2490,56507,Wrong amount matched on Banking Alias,,sebastian.vetter,Normal,Won't Do,,2019-05-02 17:10,2019-05-06 17:13,,,,,,
Task,MGPSUP-2489,56505,Bank Transfers to Banking Aliases not validated,,sebastian.vetter,Normal,Won't Do,,2019-05-02 17:07,2019-05-06 17:03,,,,,,
Task,MGPSUP-2487,56496,[Migration clients MOP v2] Extract all clients using the MOP v1,furhanah.azharuddin,roxana,Normal,Done,Fixed,2019-05-02 09:36,2019-05-03 15:56,,,,,,
Task,MGPSUP-2485,56463,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-04-29 10:16,2019-04-30 10:13,,,,,,
Task,MGPSUP-2483,56396,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-04-22 10:16,2019-04-23 09:09,,,,,,
Bug,MGPSUP-2482,56385,PSP technical error on pre-auth sandbox,,wladimir.dharcourt,Normal,Done,Fixed,2019-04-18 17:56,2019-04-19 16:16,,,,,,
Task,MGPSUP-2480,56344,Configure the sandbox rate limiting like the production Account,farah.chabchoub,ali.belabbas,Normal,Done,Fixed,2019-04-16 10:52,2019-04-23 11:34,,,,,,
Task,MGPSUP-2479,56330,"SOFORT payment failed, but funds have been deducted from the account",removed91,richard.kaffka,Normal,Done,Fixed,2019-04-15 13:01,2019-05-09 16:47,,,,,,
Task,MGPSUP-2478,56320,Consistance des montants,nicolas.gicquel,yann.badre,Normal,Done,Fixed,2019-04-15 10:16,2019-04-16 10:38,,,,,,
Bug,MGPSUP-2476,56260,Get on Amex card,,richard.kaffka,Normal,Done,Fixed,2019-04-09 12:06,2019-07-26 15:32,,,,,,
Task,MGPSUP-2475,56269,"Refund not possible - ""Unsufficient balance for this emoney owner""",,richard.kaffka,Normal,Done,Fixed,2019-04-09 16:08,2019-04-10 16:59,,,,,,
Task,MGPSUP-2474,56250,KYC page not detected because of a line break,,ali.belabbas,Normal,Won't Do,Done,2019-04-08 15:42,2019-04-18 11:10,,,,,,
Task,MGPSUP-2473,56235,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-04-08 10:16,2019-04-09 09:39,,,,,,
Task,MGPSUP-2472,56228,SDD email sent to platform instead of end user,,maxence.busson,Normal,Done,Fixed,2019-04-05 14:04,2019-04-16 15:38,,,,,,
Task,MGPSUP-2470,56220,Code status 500 on GET calls : wallet/{0}/transactions,,ali.belabbas,Normal,Done,Fixed,2019-04-05 10:30,2019-04-05 15:29,,,,,,
Bug,MGPSUP-2468,56211,Refund stuck in created,,richard.kaffka,Normal,Done,Fixed,2019-04-04 17:05,2019-04-04 17:06,,,,,,
Task,MGPSUP-2466,56203,PSP configuration error on Swikly,,maxence.busson,Normal,Won't Do,,2019-04-04 11:30,2019-05-09 18:11,,,,,,
Task,MGPSUP-2464,56174,Issue with MOP V2 Sofort/Payline in testing,julien.guille,julien.guille,Normal,Done,Fixed,2019-04-02 11:31,2019-06-14 10:11,,,,,,
Task,MGPSUP-2463,56170,List all payouts for batch 42428 / 42429 / 42431,taher.sehli,matthieu,Normal,Done,Fixed,2019-04-02 10:41,2019-04-02 13:36,,,,,,
Task,MGPSUP-2461,56160,"SOFORT payment failed, but funds have been deducted from the account",,richard.kaffka,Normal,Done,Fixed,2019-04-01 17:34,2019-04-18 10:20,,,,,,
Task,MGPSUP-2460,56154,Client getting insufficient wallet balance in sandbox for an account which has over 150000 GBP in the wallet.,ali.belabbas,removed94,Normal,Won't Do,,2019-04-01 14:32,2019-05-09 18:12,,,,,,
Task,MGPSUP-2459,56148,Payout being blocked with insufficient wallet balance when wallet has ample funds.,,removed94,Normal,Done,Fixed,2019-04-01 11:34,2019-04-01 15:29,,,,,,
Task,MGPSUP-2458,56142,Consistance des montants,nicolas.gicquel,yann.badre,Normal,Done,Fixed,2019-04-01 10:16,2019-04-02 10:55,,,,,,
Task,MGPSUP-2457,56118,"SOFORT payment failed, but funds have been deducted from the account",oriane.gossiaux,richard.kaffka,Normal,Done,Fixed,2019-03-28 09:43,2019-03-29 15:12,,,,,,
Task,MGPSUP-2456,56098,Legacy rules display only for the current year,anthony.denux,ali.belabbas,Normal,Fix pending,,2019-03-26 14:32,2019-08-30 11:23,,BackOffice,compliance,xantia,,
Task,MGPSUP-2454,56058,AVS triggering while it wasn't called,ali.belabbas,maxence.busson,Normal,Won't Do,,2019-03-25 15:42,2019-04-03 17:18,,,,,,
Task,MGPSUP-2452,56032,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-03-25 09:16,2019-03-27 09:29,,,update_production,,,
Task,MGPSUP-2451,56027,Transaction refused by the bank (Do not honor) payins,,richard.kaffka,Normal,TAM Analyse,,2019-03-22 13:52,2019-07-08 11:32,,,finance,,,
Task,MGPSUP-2449,56006,ClientID displays instead of Trading name in dashboard-issued receipts,maxence.busson,maxence.busson,Normal,Won't Do,,2019-03-21 15:39,2019-04-03 17:18,,,,,,
Task,MGPSUP-2448,56005,Client doesn't want receive hook for payout fees,ali.belabbas,ali.belabbas,Normal,Done,Fixed,2019-03-21 15:35,2019-04-18 11:15,,,,,,
Task,MGPSUP-2447,56000,"SOFORT payment failed, but funds have been deducted from the account",oriane.gossiaux,richard.kaffka,Normal,Done,Fixed,2019-03-21 11:01,2019-03-29 15:12,,,,,,
Task,MGPSUP-2445,55967,Switch Client to NEW AML rules,laurine.taing,roxana,Normal,Done,Fixed,2019-03-19 19:52,2019-03-22 09:45,,,,,,
Task,MGPSUP-2443,55959,KYC documents duplicated and hook sent twice,oriane.gossiaux,ali.belabbas,Normal,Done,Fixed,2019-03-19 16:06,2019-07-31 17:56,,API,hooks,,,
Task,MGPSUP-2441,55945,Consistance des montants,laurine.taing,yann.badre,Normal,Done,Fixed,2019-03-18 09:16,2019-03-21 10:29,,,update_production,,,
Task,MGPSUP-2436,55926,[SDK Python] Creation document kyc ,,roxana,Normal,TAM Analyse,,2019-03-15 15:27,2019-08-21 14:16,,API,SDK,,,
Task,MGPSUP-2435,55922,Payouts StatementDescriptor isn't working for TRANSACTION CONNECT,,maxence.busson,Normal,Done,Fixed,2019-03-15 12:05,2019-04-23 16:58,,,,,,
Task,MGPSUP-2433,55889,Preparation et exécution de la synchronisation des saga Mouvements en production,richard.prodhomme,nicolas.gicquel,Normal,Done,Fixed,2019-03-14 11:25,2019-05-15 15:42,,,,,,
Task,MGPSUP-2432,55862,Giropay - Out of Eurozone - Refund Success but never received by the client,removed91,richard.kaffka,Normal,Done,Fixed,2019-03-12 17:12,2019-03-15 10:41,,,,,,
Task,MGPSUP-2431,55860,Canceled PreAuth got debt on customer side,ali.belabbas,richard.kaffka,Normal,Done,Fixed,2019-03-12 16:51,2019-03-13 17:38,,,,,,
Task,MGPSUP-2428,55827,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-03-11 09:16,2019-03-12 09:07,,,,,,
Task,MGPSUP-2426,55816,Uploading a dispute on the dashboard results in an error. ,ali.belabbas,tikhoze.banda,Normal,Done,Fixed,2019-03-08 15:45,2019-03-13 14:30,,,,,,
Task,MGPSUP-2425,55814,[sandbox] Multi-currency usage is not authorized on normal CHF payment to CHF wallet,maxence.busson,maxence.busson,Normal,Done,Fixed,2019-03-08 12:00,2019-04-04 11:41,,,,,,
Task,MGPSUP-2423,55810,Error 503 Service Unavailable on the method GET-endpoint /users/{0}/emoney,,roxana,Normal,Done,Fixed,2019-03-08 10:32,2019-03-12 11:49,,,,,,
Task,MGPSUP-2421,55808,Wallet report desynchronisation,mickael.pois,tikhoze.banda,Normal,Done,Fixed,2019-03-08 09:58,2019-04-18 11:13,,,,,,
Task,MGPSUP-2420,55805,Wrong cardType registered for several clients with same card type,ali.belabbas,maxence.busson,Normal,Done,Fixed,2019-03-07 16:03,2019-03-13 16:39,,,,,,
Task,MGPSUP-2419,55802,Payment session expires after a few seconds,maxence.busson,maxence.busson,Normal,Done,Fixed,2019-03-07 14:48,2019-03-12 10:34,,,,,,
Task,MGPSUP-2418,55801,User was created with a bank account however the two weren't linked,,removed94,Normal,Done,Fixed,2019-03-07 14:09,2019-03-13 14:25,,,,,,
Task,MGPSUP-2416,55790,"SOFORT payment failed, but funds have been deducted from the account",oriane.gossiaux,richard.kaffka,Normal,Done,Fixed,2019-03-06 12:21,2019-03-07 17:54,,,,,,
Task,MGPSUP-2413,55765,ovalmoney: Rate limit increase and analysis request,tikhoze.banda,tikhoze.banda,Normal,Done,Fixed,2019-03-05 13:28,2019-03-18 17:27,,,,,,
Task,MGPSUP-2411,55749,"User's payment session returns ""expired"" saying he hasn't been redirected, but he was",,maxence.busson,Normal,Done,Fixed,2019-03-04 10:45,2019-04-16 16:33,,,,,,
Task,MGPSUP-2410,55745,Consistance des montants,nicolas.gicquel,yann.badre,Normal,Done,Fixed,2019-03-04 09:16,2019-03-05 16:14,,,,,,
Task,MGPSUP-2409,55739,"Add ""IC"" (Canary Island) in ISO 3166-1 alpha-2",mickael.pois,roxana,Normal,Won't Do,,2019-03-01 12:06,2019-08-23 11:52,,API,improvment,,,
Task,MGPSUP-2408,55735,Test card automatically triggering liability shift,removed91,maxence.busson,Normal,Done,Fixed,2019-03-01 11:05,2019-04-16 17:03,,,,,,
Task,MGPSUP-2407,55733,Reporting Desynch,mickael.pois,maxence.busson,Normal,Done,Fixed,2019-03-01 10:39,2019-03-06 11:24,,,,,,
Task,MGPSUP-2405,55698,Kosovo country code missing,mickael.pois,sebastian.vetter,Normal,Won't Do,Done,2019-02-27 11:31,2019-08-23 11:52,,API,improvment,,,
Task,MGPSUP-2400,55686,Banks refusing payments due to Mangopay being high risk/high fraud,ali.belabbas,tikhoze.banda,Normal,Won't Do,,2019-02-26 16:19,2019-08-09 16:21,,,finance,,,
Bug,MGPSUP-2399,55678,Erreur sur certaines transactions lors de l'import d'un batch,,oriane.gossiaux,Normal,Done,Fixed,2019-02-26 14:05,2019-03-08 10:54,,,,,,
Task,MGPSUP-2395,55668,Customer continually getting error 500 on payouts within Sandbox,,removed94,Normal,Done,Fixed,2019-02-25 17:50,2019-02-26 15:53,,,,,,
Task,MGPSUP-2394,55654,"SOFORT payment succeeded, but funds have been deducted from the account twice",mickael.pois,richard.kaffka,Normal,Done,Fixed,2019-02-25 12:34,2019-04-03 20:15,,,,,,
Task,MGPSUP-2393,55645,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-02-25 09:16,2019-02-26 17:11,,,,,,
Task,MGPSUP-2392,55626,Switch Client to NEW AML rules,laurine.taing,wladimir.dharcourt,Normal,Done,Fixed,2019-02-21 12:04,2019-02-26 23:30,,,,,,
Task,MGPSUP-2391,55577,Switch sandbox Client to NEW AML rules	,laurine.taing,wladimir.dharcourt,Normal,Done,Fixed,2019-02-19 10:41,2019-02-26 18:08,,,,,,
Task,MGPSUP-2390,55574,Consistance des montants,nicolas.gicquel,yann.badre,Normal,Done,,2019-02-19 07:16,2019-02-19 10:08,,,,,,
Task,MGPSUP-2389,55565,Transactions stucked on CREATED,ali.belabbas,ali.belabbas,Normal,Won't Do,,2019-02-18 15:07,2019-03-07 16:31,,,,,,
Task,MGPSUP-2388,55514,Consistance des montants,richard.prodhomme,yann.badre,Normal,Done,Fixed,2019-02-14 07:16,2019-02-26 17:11,,,,,,
